processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
update,student,{},,,d2c3371f-912a-49cd-bcba-1b75dba957d3,update students,update,student,{},{},0,ORIGINAL
,,,,,d24d7fe2-7411-45c9-88a6-9556e54812b2,"please, when students have the name equal to anderson, update the age to 30.",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{'age': '42'},{'name': 'anderson'},,ae1aaec8-1238-4ed3-8de0-b079fbfdf4a7,update students setting the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,,,,,defb4914-63ca-4e4b-a6be-0fe2b2518fac,update students set the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{'age': '42'},{'name': 'anderson'},,8ab702e3-844d-435b-b590-2d8ed0913f37,set students with age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{'name': 'anderson'},{'age': 'to 42'},,5a0b0067-f473-40d9-9e23-df8ba1795df4,"for students with name anderson, update the age to 42",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,cef9df40-a322-47c1-a2bf-29e2971423e4,please change student with name anderson update age to 30,update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,b5345828-ffc3-4f37-b1cf-c8337544e383,"please, change the student with name='anderson', updating the age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,age,{},,,2ab026ec-2a50-4531-ae81-71a0ab0311ad,"update the age to 42, for students with name='anderson'",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
add,student,{'name': 'joseph'},{},,1a0508dc-db03-472f-94d3-c16155c6c759,add a student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
read,student,{},{},,558196a8-f076-4bfd-9601-26a57e92df91,get students,read,student,{},{},0,ORIGINAL
add,ad,"{'article': ""with title 'dome: a no-code tool""}",{},,d59df6e3-58e9-4978-b4ad-25ad4b1d8eed,add article with title 'dome: a no-code tool',add,article,{'title': 'dome: a no-code tool'},{},1,ORIGINAL
read,article,{},{},,70596cdd-2369-43d6-a312-fe896c5783a3,get articles,read,article,{},{},0,ORIGINAL
update,article,{'title': 'new title'},{'id': '1'},,ab9fcdc1-c78e-4347-9e64-244c3fd2b91d,"update the articles with id=1, setting the title='new title'",update,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},,75c7e88c-f1e3-4ca5-915e-e088716230c2,"add article with title='title 2', author='rodrigo'",add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},2,ORIGINAL
update,article,{'co_author': 'layza'},{'id': '1'},,409cd3d2-bce8-47b9-b50f-9abb88eb81bf,"update the articles with id=1, setting the co-author='layza'",update,article,{'co_author': 'layza'},{'id': '1'},2,ORIGINAL
delete,article,{'id': '1'},{},,ec7a55bd-319f-40e6-917f-f564f65e5c4f,delete the article with id=1,delete,article,{},{'id': '1'},1,ORIGINAL
add,student,{'age': '45'},{},,4128223c-3e0b-470a-ab62-975752e9c0aa,add a student with age=45,add,student,{'age': '45'},{},1,ORIGINAL
read,student,{},{},,56254aa0-2f6e-43e9-9f45-630c0279bf59,show students,read,student,{},{},0,ORIGINAL
add,acme,"{'name': 'acme', 'address': '150 coconut street'}",{},,786e1bd7-825f-40d2-8b86-41141a96f291,"include company with name=acme, address=150 coconut street",add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},2,ORIGINAL
read,,,,,38b904e0-df20-495f-8bb9-652ecf942c70,list companies,read,company,{},{},0,ORIGINAL
add,ad,{'street': 'enterprises'},{},,12e902eb-66b8-4c88-80da-a7f13fd65c7d,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",add,company,"{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}",{},3,ORIGINAL
,,,,,02b42722-4eb6-4f43-a572-681984b960a6,which company has caju in its name?,read,company,{},{'name': 'caju'},1,ORIGINAL
,,,,,dbf4626e-bb97-4cdf-8c71-a311df484d9b,"is there a company with ""caju"" in its name?",read,company,{},{'name': 'caju'},1,ORIGINAL
delete,acme,{'company': 'whose name is acme'},{},,d4432d0b-8a21-4cf8-8ef1-e6e51077c065,delete the company whose name is acme,delete,company,{},{'name': 'acme'},1,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},,0bec0a6a-b4a5-423b-a953-75fb63ddae3e,add a new company with name=american beauty and owner=kevin spacey,add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},2,ORIGINAL
read,company,{'names': 'sorted in ascending order'},{},,f563d9ba-a1b5-41e6-901d-fcd0d80b52d0,list company names sorted in ascending order,read,company,{},{'names': 'sorted'},1,ORIGINAL
read,company,{'name': 'in ascending order'},{},,7f607d52-768c-4331-a532-b4400771f886,list companies sorted by name in ascending order,read,company,{},{'name': 'ascending'},1,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},,51059c90-864c-43f9-8434-9cf6f9b4d81e,add a new company with name=american beauty and owner=janjo chiquim,add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},,e2c070c0-5c5b-4d1d-9f7e-359c14cff94b,add a new company with name=american beauty and owner=roger rommel,add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},2,ORIGINAL
read,company,{'sort': 'name'},{},,8b5b5e5d-aaea-4148-a5af-0ccab612fc85,"list companies, sort by name",read,company,{},{'sort': 'by name'},1,ORIGINAL
read,a,{'companies': ''},{},,a9351c89-fb16-42b0-bdf2-411e54b9528b,list all companies,read,company,{},{},0,ORIGINAL
read,a,{'companies': ''},{},,281d6d5c-51f8-45a4-995c-5b8837b591a7,show all companies,read,company,{},{},0,ORIGINAL
add,company,{'name': 'roger arrombado'},{},,5c926905-8d46-4a5b-95b1-b8dedef710f5,add company with name=roger arrombado,add,company,{'name': 'roger arrombado'},{},1,ORIGINAL
read,company,{},{},,5b525877-9444-46e4-957f-378598bd8e42,get companies,read,company,{},{},0,ORIGINAL
add,company,{'name': 'mimoso construcoes'},{},,74b152ac-5fe5-4283-b352-1f20582ae0a2,include a company with name=mimoso construcoes,add,company,{'name': 'mimoso construcoes'},{},1,ORIGINAL
add,article,"{'abstract': ""equal to 'this is a good article""}",{},,83b19322-091f-400e-8672-8abd7e4c1a23,add article with abstract equal to 'this is a good article',add,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
add,article,"{'human_history': 'human narratives', 'technology': 'evolution', 'society': ''}",{},,9fe1b201-c545-4bdd-88a6-0abb1bfa1bf2,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',add,article,"{'abstract': ""this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
add,student,{'name': 'mary'},{},,f8b589ff-3d44-41fc-a7e2-55d757dde839,add a student with name mary,add,student,{'name': 'mary'},{},1,ORIGINAL
,,,,,3b3e256e-f344-4b76-a43f-a98fdfd897f4,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",add,student,"{'name': 'rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
,,,,,85e4e56d-edf0-4bae-a9df-35df8184796e,"now, i want to view all students",read,student,{},{},0,ORIGINAL
delete,i_want_to_delete_all_students,{'students': ''},{},,ccd4ed1b-c111-4c61-a38c-5e5f6917e0b2,i want to delete all students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,ba450e46-d2a0-4f48-a7b9-a746f9fe7df5,delete students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,6a67d428-ee2d-4e93-ad77-b093d454b813,delete students with id <= 4,delete,student,{},{'id': '4'},1,ORIGINAL
delete,student,{'idless': 'than or equal to 4'},{},,2a52b2b7-0ef1-4e39-a137-382edffa83b5,delete students with idless than or equal to 4,delete,student,{},{},0,ORIGINAL
delete,student,{'id': 'less than or equal to 4'},{},,6a1dbfd1-195d-4aea-a864-95af4a55fbbe,delete students with id less than or equal to 4,delete,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
delete,student,{},{},,20a0148e-f392-4b7d-bf88-3dd9e6943694,"delete students with id=1, id=2 and id=3",delete,student,{},{},0,ORIGINAL
read,student,{'id': '4'},{},,30abddf1-a0c7-4df3-bab8-67756dcb9c58,get students with id <4,read,student,{},{'id': '4'},1,ORIGINAL
read,student,{'name': 'rodrigo'},{},,ba68d206-eae6-4443-b3d8-0628b0342483,get all students with name 'rodrigo',read,student,{},{'name': 'rodrigo'},1,ORIGINAL
,,,,,969e220f-0074-4a33-9b0f-d290000b14b8,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",update,student,{'name': 'rodrigo freitas'},{'name': 'rodrigo'},2,ORIGINAL
delete,update,{'students': ''},{},,1a22fc0d-b259-4efd-8217-728365660291,delete 'update' from all students,delete,student,{},{},0,ORIGINAL
read,student,"{'r': ""ts with 'r""}",{},,c8a41925-743d-45d5-a7ea-37bdcf11bfe4,get all students that starts with 'r',read,student,{},{},0,ORIGINAL
add,film,"{'love': 'rosie', 'genre': 'romance'}",{},,e37ff70e-eed6-4b4e-b250-d699e04f2f3d,"add film with name ""love, rosie"" and genre ""romance""",add,film,"{'name': 'love, rosie', 'genre': 'romance'}",{},2,ORIGINAL
read,section,{'section': 'film'},{},,0c4ad6fe-8bff-4dfa-beb8-2fcde6ba76b5,show me the section film,read,section_film,{},{},0,ORIGINAL
read,film,{},{},,c004b943-5207-48d5-a972-10aa9d641704,show me film,read,film,{},{},0,ORIGINAL
add,film,{'film': 'batman'},{},,cf057acf-3369-495d-a9c6-61a833aac7eb,"add film ""batman (2022)"" with genre=action",add,film,{'genre': 'action'},{},1,ORIGINAL
add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},,9e4c7386-fd55-4b53-a4d8-77c569051f56,"add film with name ""batman (2022)"" and genre=action",add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'avatar (2022)', 'genre': 'action', 'film': 'with name ""avatar (2022)'}",{},,461738d3-8ce3-48f4-ae23-edd6beace9b5,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},,96d9313e-a7b4-4e79-b79a-ed2e08eb9549,"add a film with name ""avatar (2022)"" and genre=action",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,c324d0f7-1a43-4a49-abff-9c11fe4e43ee,"now add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b994eefe-0ec7-4d4e-b480-5bbeb357866c,"add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,a1641259-086c-47ca-ae2d-8aeb03c0d39a,"add film with name='crepúsculo' and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,1c3e7cdb-432e-44aa-a467-85701d825001,"add film film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,b053d159-5540-4ea8-921f-7ee7826e1b23,"add film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepúsculo', 'genre': 'drama'}",{},,c4fd9dba-e720-4a7b-8e38-22dbfde06a26,"add film with name ""crepúsculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},,0308fa74-cba5-4d11-b3ca-775ca0369b9f,"add film with name ""crepusculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,film,{'action': 'genre'},{},,a5843223-ded5-4c92-b1a9-9b1c946c3eeb,show me film where action is the genre,read,film,{},{'genre': 'action'},1,ORIGINAL
read,film,{'genre': 'action'},{},,6c382f94-5be1-4472-a933-59094412e22a,show me film where genre = action,read,film,{},{'genre': 'action'},1,ORIGINAL
add,student,{'name': 'anderson'},{},,df1bd1de-d16a-410b-8cd0-745cc1452451,add a student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
add,teacher,"{'name': ""equal to 'italo roger""}",{},,8b4dd8a6-ae3e-422e-a178-89d591794b25,add a teacher with name equal to 'italo roger',add,teacher,{'name': 'italo roger'},{},1,ORIGINAL
read,teacher,{},{},,2a88a573-140f-4c8b-9d13-99b24c2201e3,get all teachers,read,teacher,{},{},0,ORIGINAL
read,teacher,{},{},,5cbababe-d310-40b4-9c0d-20bda88fc721,get teachers,read,teacher,{},{},0,ORIGINAL
read,st,{'students': ''},{},,1f737cd7-c47d-4929-8360-b33e6acefeda,give me all students,read,student,{},{},0,ORIGINAL
add,teacher,{'name': 'anderson'},{},,442a91b7-df91-469d-a31d-37c538f26ae0,add a former teacher with name = anderson,add,former_teacher,{'name': 'anderson'},{},1,ORIGINAL
add,student,{'former_student': 'roger'},{},,7611994e-ee63-469c-b7a5-31032056a9c3,add a former student with name = roger,add,former_student,{'name': 'roger'},{},1,ORIGINAL
add,article,"{'title': 'dome: an experiment', 'cool_experiment': '', 'keywords': 'dome', 'ai': '', 'machine': 'learning', 'self_drive': 'systems', 'python': '', 'data': '2023’', 'article': 'gomes'}",{},,7e8ac884-ec5c-496e-86dd-dc2b026da541,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",add,article,"{'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
add,ad,{'name': 'final fantasy'},{},,f8c683be-0a30-4858-83d1-14e246f7b8d1,add a movie with name=final fantasy,add,film,{'name': 'final fantasy'},{},1,ORIGINAL
read,film,{},{},,7ae4b5d7-0caa-4314-a851-5a0c2ca2cae4,get movies,read,film,{},{},0,ORIGINAL
read,film,{'id': '3'},{},,9bd11196-b03c-498f-9940-ee96b8ac0352,get filmes where id=3,read,film,{},{'id': '3'},1,ORIGINAL
read,film,{},{},,31ac9718-d22c-4cb3-842e-d42c49bb3bca,get films,read,film,{},{},0,ORIGINAL
update,film,{'year': 'to 2023'},{'id': '6'},,5807ff86-2bdb-414c-8619-93b43171e994,"update film with id=6, setting year to 2023",update,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
add,film,{'title': 'et'},{},,9f3c0a95-8b60-4c1a-9495-2689634fa59f,add film with title=et,add,film,{'title': 'et'},{},1,ORIGINAL
add,student,{'name': 'anderson'},{},,53f80785-0913-41e5-8945-036bc16c6663,add student with name='anderson',add,student,{'name': 'anderson'},{},1,ORIGINAL
read,film,{},{},,e2718ea3-1c4e-4574-9dbd-6f988419a445,get all films,read,film,{},{},0,ORIGINAL
add,student,{'age': '43'},{},,a4003358-d9b1-48b2-85a2-8f09ff71e7a7,add a student with age=43,add,student,{'age': '43'},{},1,ORIGINAL
read,student,{'name': 'julio'},{},,b0729b20-e220-4ce9-bffb-b1b9b39ebef1,get student with name=julio,read,student,{},{'name': 'julio'},1,ORIGINAL
read,student,{'name': 'anderson'},{},,876bf448-260c-4538-ac21-958a0393277c,get student with name=anderson,read,student,{},{'name': 'anderson'},1,ORIGINAL
add,student,{'name': 'julio'},{},,46cc3f49-42b1-4d2d-aa2b-ecd5145ccb8a,add student with name=julio,add,student,{'name': 'julio'},{},1,ORIGINAL
,,,,,58d3a84c-da5c-41e9-974d-30461e42d2f8,list student,read,student,{},{},0,ORIGINAL
add,course,{'name': 'computer engineering'},{},,24c6e154-761b-46a6-ad71-e50a32e603eb,add course with name='computer engineering',add,course,{'name': 'computer engineering'},{},1,ORIGINAL
read,a,{'entities': ''},{},,3da9e368-2195-4bb3-b82c-de626758b7bd,list all entities,read,entities,{},{},0,ORIGINAL
read,course,{},{},,bb027820-73c4-48f6-8f18-302b40850562,get courses,read,course,{},{},0,ORIGINAL
read,course,{},{},,8d778a79-fd03-4db2-b692-e4aede1d4b5c,show course,read,course,{},{},0,ORIGINAL
read,class,{'name': 'student'},{},,76268c52-a6bc-43af-a245-c94a592e89fe,get the class with name=student,read,student,{},{'class': 'student'},1,ORIGINAL
add,abcd,{'name': 'abcd'},{},,e3f6e0a7-95b6-4689-a49b-391819fc40c4,add student with name=abcd,add,student,{'name': 'abcd'},{},1,ORIGINAL
add,abcdef,{'name': 'abcdef'},{},,a7feed2b-c33c-42c9-8104-c78269ac8e59,add student with name=abcdef,add,student,{'name': 'abcdef'},{},1,ORIGINAL
add,student,"{'name': 'maria', 'phone': '123456'}",{},,ff15723f-65b2-4a8a-b5c3-0ffe38713eb8,"add student with name='maria', phone=123456",add,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
add,st,{'student': 'with name joseph'},{},,de74b3a2-84f5-4121-964a-6021b6d64ddc,add student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
update,student,{},,,c184cfd8-f215-42d6-8537-01a6c344abb0,update student age=40 when id= 4,update,student,{'age': '40'},{'id': '4'},2,ORIGINAL
add,article,{'article': 'dome'},{},,0d460441-3a53-4abf-b93d-50bc872b8669,"add an article with title='dome: a reference architecture, publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,0fac2c50-0a5a-4977-b22f-578ebc6d5792,"add an article with title='dome: a reference architecture', and the publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,2023,{'2023': 'dome'},{},,b1c0cee9-9cd0-4ade-b882-eff9dc76677b,"add an article with title='dome: a reference architecture', and year = 2023",add,article,"{'title': 'dome: a reference architecture', 'year': '2023'}",{},2,ORIGINAL
read,article,{},{},,272ef264-4e1b-412d-beff-038e942ce9e3,get all articles,read,article,{},{},0,ORIGINAL
add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},,d5d9a55a-4960-45ae-962e-8a09e4b9e265,"add article with title='another article', and author='charles bronson'",add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},2,ORIGINAL
read,article,{},{},,8ab9383f-3aab-42c6-a886-453d33b1c6d7,show me all articles,read,article,{},{},0,ORIGINAL
update,article,{'author': 'madona'},{'id': '1'},,603704ff-1f99-4c0e-ad37-b971a17d80bd,"update the article with id=1, setting the author='madona'",update,article,{'author': 'madona'},{'id': '1'},2,ORIGINAL
delete,article,{},{},,dc6f6d80-9a87-40bb-b6c1-171394e36abf,i want you to show me all articles,read,article,{},{},0,ORIGINAL
add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},,1542a788-c143-4d44-9ab3-bb7d797e1c5e,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},1,ORIGINAL
read,article,{},{},,18d08aa6-d249-447d-a2e3-b63357e1651e,show all articles,read,article,{},{},0,ORIGINAL
update,article,{},,,a8683007-0d36-47ab-99e2-6b4c0294070c,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",update,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{'id': '2'},2,ORIGINAL
add,article,{'title': 'quantum machine learning'},{},,a20bea9a-9a61-4f35-9351-a004b0063154,add a new article with title 'quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
read,article,{},{},,7f1c6af6-35a0-4eb3-86ce-47bbafa3b9e0,show me articles,read,article,{},{},0,ORIGINAL
update,article,{'year': '2022'},{'id': '3'},,c9c06be2-1701-4ddb-8251-55d13359b6f9,"update the article with id 3, but now i want to set its year=2022",update,article,{'year': '2022'},{'id': '3'},2,ORIGINAL
read,article,{},{},,0332b094-3642-49cc-88ff-521d8b16193b,show articles,read,article,{},{},0,ORIGINAL
add,article,{'title': 'futuro deletado'},{},,1b363445-3efa-4263-beb3-9176dc44e982,add a new article with title='futuro deletado,add,article,{'title': 'futuro deletado'},{},1,ORIGINAL
delete,article,{'title': 'futuro deletado'},{},,e5ec437a-6181-4cee-a077-99d7895417ae,delete all articles with title='futuro deletado',delete,article,{},{'title': 'futuro deletado'},1,ORIGINAL
read,block,{'blockages': ''},{},,ef32f329-caf0-4d53-ac6d-0bb6ffbd7238,get blockages,read,blockages,{},{},0,ORIGINAL
